stage_id,cluster_code,district,real_spot,wizarding_alias,wizarding_zone,canon_ref,recommended_threads,tags,lat,lng,safe_only,story_hook,npc_hint
stage_rail_06,rail,静安,天潼路口,行李幻影柜,门钥匙列车/飞路接驳,Portkey / Floo network,thread_floo_fracture|thread_ministry_lockdown,hub|portal|risk|security|signal|transport,31.251739,121.460886,True,在「天潼路口·行李幻影柜」附近，飞路网与门钥匙线路出现异常回声；你需要在下一次跳转前确认正确的通行暗号与时间窗。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_rail_07,rail,静安,中潭路口,猫头鹰快递站,门钥匙列车/飞路接驳,Portkey / Floo network,thread_floo_fracture|thread_ministry_lockdown,hub|portal|risk|security|signal|transport,31.248414,121.460823,True,在「中潭路口·猫头鹰快递站」附近，飞路网与门钥匙线路出现异常回声；你需要在下一次跳转前确认正确的通行暗号与时间窗。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_rail_08,rail,静安,昌化路口,防伪检票咒,门钥匙列车/飞路接驳,Portkey / Floo network,thread_floo_fracture|thread_ministry_lockdown,clue|hub|order|portal|risk|security|signal|transport,31.251802,121.457093,True,在「昌化路口·防伪检票咒」附近，飞路网与门钥匙线路出现异常回声；你需要在下一次跳转前确认正确的通行暗号与时间窗。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_rail_09,rail,静安,光复西路口,信号干扰屏,门钥匙列车/飞路接驳,Portkey / Floo network,thread_floo_fracture|thread_ministry_lockdown,hub|portal|risk|security|signal|transport,31.248559,121.457072,True,在「光复西路口·信号干扰屏」附近，飞路网与门钥匙线路出现异常回声；你需要在下一次跳转前确认正确的通行暗号与时间窗。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_rail_10,rail,静安,上海站北广场,紧急撤离点,门钥匙列车/飞路接驳,Portkey / Floo network,thread_floo_fracture|thread_ministry_lockdown,clue|hub|order|portal|risk|security|signal|transport,31.250162,121.462225,True,在「上海站北广场·紧急撤离点」附近，飞路网与门钥匙线路出现异常回声；你需要在下一次跳转前确认正确的通行暗号与时间窗。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_northbund_01,northbund,虹口,北外滩滨江,黑湖码头渡口,黑湖码头/魔法海关,Black Lake Dock / Smuggling interdiction,thread_knockturn_smuggling|thread_floo_fracture|thread_ministry_lockdown,occlusion|risk|security|signal|trade|transport|waterfront,31.248144,121.500063,True,「北外滩滨江·黑湖码头渡口」靠近水域与码头，海雾带来遮蔽与回声；海关结界与走私暗号同时出现，线索会随潮汐改变。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_northbund_02,northbund,虹口,白玉兰广场,魔法海关口岸,黑湖码头/魔法海关,Black Lake Dock / Smuggling interdiction,thread_knockturn_smuggling|thread_floo_fracture|thread_ministry_lockdown,occlusion|risk|security|signal|trade|transport|waterfront,31.247955,121.501812,True,「白玉兰广场·魔法海关口岸」靠近水域与码头，海雾带来遮蔽与回声；海关结界与走私暗号同时出现，线索会随潮汐改变。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_northbund_03,northbund,虹口,国际客运中心,走私截停点,黑湖码头/魔法海关,Black Lake Dock / Smuggling interdiction,thread_knockturn_smuggling|thread_floo_fracture|thread_ministry_lockdown,black_market|forgery|lanes|occlusion|risk|secret|security|signal|trade|transport|waterfront,31.247973,121.497956,False,「国际客运中心·走私截停点」靠近水域与码头，海雾带来遮蔽与回声；海关结界与走私暗号同时出现，线索会随潮汐改变。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_northbund_04,northbund,虹口,上海邮轮码头,海雾信号灯塔,黑湖码头/魔法海关,Black Lake Dock / Smuggling interdiction,thread_knockturn_smuggling|thread_floo_fracture|thread_ministry_lockdown,occlusion|risk|security|signal|trade|transport|waterfront,31.249766,121.499821,True,「上海邮轮码头·海雾信号灯塔」靠近水域与码头，海雾带来遮蔽与回声；海关结界与走私暗号同时出现，线索会随潮汐改变。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_northbund_05,northbund,虹口,提篮桥口,国际魁地奇码头,黑湖码头/魔法海关,Black Lake Dock / Smuggling interdiction,thread_knockturn_smuggling|thread_floo_fracture|thread_ministry_lockdown,occlusion|risk|security|signal|trade|transport|waterfront,31.246225,121.5,True,「提篮桥口·国际魁地奇码头」靠近水域与码头，海雾带来遮蔽与回声；海关结界与走私暗号同时出现，线索会随潮汐改变。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_northbund_06,northbund,虹口,公平路口,德姆斯特朗货舱,黑湖码头/魔法海关,Black Lake Dock / Smuggling interdiction,thread_knockturn_smuggling|thread_floo_fracture|thread_ministry_lockdown,occlusion|risk|security|signal|trade|transport|waterfront,31.24973,121.501823,True,「公平路口·德姆斯特朗货舱」靠近水域与码头，海雾带来遮蔽与回声；海关结界与走私暗号同时出现，线索会随潮汐改变。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_northbund_07,northbund,虹口,东大名路口,门钥匙仓,黑湖码头/魔法海关,Black Lake Dock / Smuggling interdiction,thread_knockturn_smuggling|thread_floo_fracture|thread_ministry_lockdown,clue|hub|occlusion|order|portal|risk|security|signal|trade|transport|waterfront,31.246207,121.501865,True,「东大名路口·门钥匙仓」靠近水域与码头，海雾带来遮蔽与回声；海关结界与走私暗号同时出现，线索会随潮汐改变。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_northbund_08,northbund,虹口,北外滩来福士口,护岸结界桩,黑湖码头/魔法海关,Black Lake Dock / Smuggling interdiction,thread_knockturn_smuggling|thread_floo_fracture|thread_ministry_lockdown,occlusion|risk|security|signal|trade|transport|waterfront,31.249775,121.498124,True,「北外滩来福士口·护岸结界桩」靠近水域与码头，海雾带来遮蔽与回声；海关结界与走私暗号同时出现，线索会随潮汐改变。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_northbund_09,northbund,虹口,虹口滨江绿地,水下回声室,黑湖码头/魔法海关,Black Lake Dock / Smuggling interdiction,thread_knockturn_smuggling|thread_floo_fracture|thread_ministry_lockdown,occlusion|risk|security|signal|trade|transport|waterfront,31.246405,121.497945,True,「虹口滨江绿地·水下回声室」靠近水域与码头，海雾带来遮蔽与回声；海关结界与走私暗号同时出现，线索会随潮汐改变。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_northbund_10,northbund,虹口,外白渡桥北口,港口传闻墙,黑湖码头/魔法海关,Black Lake Dock / Smuggling interdiction,thread_knockturn_smuggling|thread_floo_fracture|thread_ministry_lockdown,occlusion|risk|security|signal|trade|transport|waterfront,31.247991,121.503562,True,「外白渡桥北口·港口传闻墙」靠近水域与码头，海雾带来遮蔽与回声；海关结界与走私暗号同时出现，线索会随潮汐改变。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_hongkou_01,hongkou,虹口,虹口足球场,傲罗训练场,傲罗训练区/档案馆,Auror Office / Law Enforcement,thread_ministry_lockdown|thread_knockturn_smuggling|thread_creature_surge,audit|authority|clue|order|risk|security,31.276,121.488084,True,魔法部加强封锁后，「虹口足球场·傲罗训练场」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_hongkou_02,hongkou,虹口,鲁迅公园,执法司演练厅,傲罗训练区/档案馆,Auror Office / Law Enforcement,thread_ministry_lockdown|thread_knockturn_smuggling|thread_creature_surge,audit|authority|clue|order|risk|security,31.276,121.490003,True,魔法部加强封锁后，「鲁迅公园·执法司演练厅」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_hongkou_03,hongkou,虹口,1933老场坊,记忆抹除培训点,傲罗训练区/档案馆,Auror Office / Law Enforcement,thread_ministry_lockdown|thread_knockturn_smuggling|thread_creature_surge,audit|authority|clue|order|risk|security,31.276171,121.486103,True,魔法部加强封锁后，「1933老场坊·记忆抹除培训点」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_hongkou_04,hongkou,虹口,多伦路名人街,凤凰社观察台,傲罗训练区/档案馆,Auror Office / Law Enforcement,thread_ministry_lockdown|thread_knockturn_smuggling|thread_creature_surge,audit|authority|clue|creature|mystery|occlusion|order|risk|ritual|security|signal,31.277468,121.488011,True,魔法部加强封锁后，「多伦路名人街·凤凰社观察台」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_hongkou_05,hongkou,虹口,四川北路口,黑魔遗物展柜,傲罗训练区/档案馆,Auror Office / Law Enforcement,thread_ministry_lockdown|thread_knockturn_smuggling|thread_creature_surge,audit|authority|black_market|clue|forgery|lanes|occlusion|order|risk|secret|security|signal|trade,31.274505,121.4882,False,魔法部加强封锁后，「四川北路口·黑魔遗物展柜」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_hongkou_06,hongkou,虹口,海伦路口,禁咒事故档案馆,傲罗训练区/档案馆,Auror Office / Law Enforcement,thread_ministry_lockdown|thread_knockturn_smuggling|thread_creature_surge,audit|authority|clue|ministry|order|paper|risk|security,31.277468,121.489697,True,魔法部加强封锁后，「海伦路口·禁咒事故档案馆」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_hongkou_07,hongkou,虹口,甜爱路口,混淆咒演示点,傲罗训练区/档案馆,Auror Office / Law Enforcement,thread_ministry_lockdown|thread_knockturn_smuggling|thread_creature_surge,audit|authority|clue|order|risk|security,31.274351,121.489834,True,魔法部加强封锁后，「甜爱路口·混淆咒演示点」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_hongkou_08,hongkou,虹口,虹口龙之梦口,巡逻路线图,傲罗训练区/档案馆,Auror Office / Law Enforcement,thread_ministry_lockdown|thread_knockturn_smuggling|thread_creature_surge,audit|authority|clue|order|risk|security,31.27755,121.485987,True,魔法部加强封锁后，「虹口龙之梦口·巡逻路线图」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_hongkou_09,hongkou,虹口,邮政博物馆口,审讯模拟室,傲罗训练区/档案馆,Auror Office / Law Enforcement,thread_ministry_lockdown|thread_knockturn_smuggling|thread_creature_surge,audit|authority|clue|order|risk|security,31.274243,121.486092,True,魔法部加强封锁后，「邮政博物馆口·审讯模拟室」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_hongkou_10,hongkou,虹口,江湾体育场口,战术道具仓,傲罗训练区/档案馆,Auror Office / Law Enforcement,thread_ministry_lockdown|thread_knockturn_smuggling|thread_creature_surge,audit|authority|clue|order|risk|security,31.275838,121.49151,True,魔法部加强封锁后，「江湾体育场口·战术道具仓」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_lujiazui,lujiazui,浦东,陆家嘴环路,古灵阁东方分行大厅,古灵阁东方分行,Gringotts,thread_gringotts_audit|thread_ministry_lockdown,audit|bank|finance|paper|seal|security,31.240153,121.506011,True,古灵阁的账簿清点波及到「陆家嘴环路·古灵阁东方分行大厅」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_lujiazui_02,lujiazui,浦东,东方明珠,金库门一号,古灵阁东方分行,Gringotts,thread_gringotts_audit|thread_ministry_lockdown,audit|bank|finance|paper|seal|security,31.239946,121.507918,True,古灵阁的账簿清点波及到「东方明珠·金库门一号」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_lujiazui_03,lujiazui,浦东,上海中心,哥布林清算台,古灵阁东方分行,Gringotts,thread_gringotts_audit|thread_ministry_lockdown,audit|bank|finance|paper|seal|security,31.240153,121.504304,True,古灵阁的账簿清点波及到「上海中心·哥布林清算台」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_lujiazui_04,lujiazui,浦东,环球金融中心,账簿封印室,古灵阁东方分行,Gringotts,thread_gringotts_audit|thread_ministry_lockdown,audit|bank|finance|paper|seal|security,31.24155,121.505852,True,古灵阁的账簿清点波及到「环球金融中心·账簿封印室」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_lujiazui_05,lujiazui,浦东,金茂大厦,资产咒印室,古灵阁东方分行,Gringotts,thread_gringotts_audit|thread_ministry_lockdown,audit|bank|finance|paper|seal|security,31.238198,121.505905,True,古灵阁的账簿清点波及到「金茂大厦·资产咒印室」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_lujiazui_06,lujiazui,浦东,国金中心IFC,魔法金融交易台,古灵阁东方分行,Gringotts,thread_gringotts_audit|thread_ministry_lockdown,audit|bank|finance|paper|seal|security,31.241685,121.50777,True,古灵阁的账簿清点波及到「国金中心IFC·魔法金融交易台」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_lujiazui_07,lujiazui,浦东,正大广场,护卫巨像岗哨,古灵阁东方分行,Gringotts,thread_gringotts_audit|thread_ministry_lockdown,audit|bank|finance|paper|seal|security,31.238342,121.507844,True,古灵阁的账簿清点波及到「正大广场·护卫巨像岗哨」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_lujiazui_08,lujiazui,浦东,陆家嘴地铁站,债券咒文柜,古灵阁东方分行,Gringotts,thread_gringotts_audit|thread_ministry_lockdown,audit|bank|finance|paper|seal|security,31.241495,121.504051,True,古灵阁的账簿清点波及到「陆家嘴地铁站·债券咒文柜」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_lujiazui_09,lujiazui,浦东,滨江大道,审计密室,古灵阁东方分行,Gringotts,thread_gringotts_audit|thread_ministry_lockdown,audit|bank|finance|paper|seal|security,31.238351,121.504282,True,古灵阁的账簿清点波及到「滨江大道·审计密室」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_lujiazui_10,lujiazui,浦东,观光隧道口（浦东）,黑金追踪台,古灵阁东方分行,Gringotts,thread_gringotts_audit|thread_ministry_lockdown,audit|bank|finance|paper|seal|security,31.240135,121.509572,True,古灵阁的账簿清点波及到「观光隧道口（浦东）·黑金追踪台」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_centuryave_01,centuryave,浦东,世纪大道,国际合作司办证台,魔法科技展/国际合作,Department of Mysteries / Muggle studies,thread_hogwarts_field|thread_floo_fracture|thread_ministry_lockdown,audit|authority|clue|ministry|order|paper|security|signal|transport,31.221928,121.537916,True,在「世纪大道·国际合作司办证台」，神秘事务司式的回声干扰正在放大；你拿到的每个碎片都“可解释但不确定”，必须用审计与封印去验证。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_centuryave_02,centuryave,浦东,上海科技馆,麻瓜研究伪装科,魔法科技展/国际合作,Department of Mysteries / Muggle studies,thread_hogwarts_field|thread_floo_fracture|thread_ministry_lockdown,authority|books|clue|order|paper|school|secret|signal|transport,31.222117,121.539854,True,在「上海科技馆·麻瓜研究伪装科」，神秘事务司式的回声干扰正在放大；你拿到的每个碎片都“可解释但不确定”，必须用审计与封印去验证。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_centuryave_03,centuryave,浦东,东方艺术中心,魔法科技展厅,魔法科技展/国际合作,Department of Mysteries / Muggle studies,thread_hogwarts_field|thread_floo_fracture|thread_ministry_lockdown,authority|clue|order|paper|signal|transport,31.221901,121.535914,True,在「东方艺术中心·魔法科技展厅」，神秘事务司式的回声干扰正在放大；你拿到的每个碎片都“可解释但不确定”，必须用审计与封印去验证。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_centuryave_04,centuryave,浦东,世纪大道地铁站,神秘事务司回声室,魔法科技展/国际合作,Department of Mysteries / Muggle studies,thread_hogwarts_field|thread_floo_fracture|thread_ministry_lockdown,audit|authority|clue|ministry|order|paper|security|signal|transport,31.223523,121.538,True,在「世纪大道地铁站·神秘事务司回声室」，神秘事务司式的回声干扰正在放大；你拿到的每个碎片都“可解释但不确定”，必须用审计与封印去验证。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_centuryave_05,centuryave,浦东,张杨路口,预言家数据台,魔法科技展/国际合作,Department of Mysteries / Muggle studies,thread_hogwarts_field|thread_floo_fracture|thread_ministry_lockdown,authority|clue|order|paper|signal|transport,31.220414,121.538147,True,在「张杨路口·预言家数据台」，神秘事务司式的回声干扰正在放大；你拿到的每个碎片都“可解释但不确定”，必须用审计与封印去验证。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_centuryave_06,centuryave,浦东,花木路口,交通枢纽门厅,魔法科技展/国际合作,Department of Mysteries / Muggle studies,thread_hogwarts_field|thread_floo_fracture|thread_ministry_lockdown,authority|clue|hub|order|paper|portal|security|signal|transport,31.223541,121.539749,True,在「花木路口·交通枢纽门厅」，神秘事务司式的回声干扰正在放大；你拿到的每个碎片都“可解释但不确定”，必须用审计与封印去验证。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_centuryave_07,centuryave,浦东,迎春路口,时空记录柜,魔法科技展/国际合作,Department of Mysteries / Muggle studies,thread_hogwarts_field|thread_floo_fracture|thread_ministry_lockdown,authority|clue|order|paper|signal|transport,31.220315,121.539907,True,在「迎春路口·时空记录柜」，神秘事务司式的回声干扰正在放大；你拿到的每个碎片都“可解释但不确定”，必须用审计与封印去验证。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_centuryave_08,centuryave,浦东,丁香路口,咒语反射屏,魔法科技展/国际合作,Department of Mysteries / Muggle studies,thread_hogwarts_field|thread_floo_fracture|thread_ministry_lockdown,authority|clue|order|paper|signal|transport,31.223649,121.53623,True,在「丁香路口·咒语反射屏」，神秘事务司式的回声干扰正在放大；你拿到的每个碎片都“可解释但不确定”，必须用审计与封印去验证。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_centuryave_09,centuryave,浦东,科苑路口,低噪观察窗,魔法科技展/国际合作,Department of Mysteries / Muggle studies,thread_hogwarts_field|thread_floo_fracture|thread_ministry_lockdown,authority|clue|order|paper|signal|transport,31.220198,121.536188,True,在「科苑路口·低噪观察窗」，神秘事务司式的回声干扰正在放大；你拿到的每个碎片都“可解释但不确定”，必须用审计与封印去验证。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_centuryave_10,centuryave,浦东,浦东图书馆口,外交咒印台,魔法科技展/国际合作,Department of Mysteries / Muggle studies,thread_hogwarts_field|thread_floo_fracture|thread_ministry_lockdown,audit|authority|bank|clue|finance|order|paper|seal|security|signal|transport,31.221829,121.541255,True,在「浦东图书馆口·外交咒印台」，神秘事务司式的回声干扰正在放大；你拿到的每个碎片都“可解释但不确定”，必须用审计与封印去验证。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_centurypark_01,centurypark,浦东,世纪公园,禁林投影入口,禁林投影区,Forbidden Forest,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|risk|ritual|signal,31.214982,121.546084,True,神奇动物的踪迹在「世纪公园·禁林投影入口」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_centurypark_02,centurypark,浦东,花木路地铁站,妖精圈,禁林投影区,Forbidden Forest,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|risk|ritual|signal,31.214901,121.547865,True,神奇动物的踪迹在「花木路地铁站·妖精圈」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_centurypark_03,centurypark,浦东,新国际博览中心,马人观测点,禁林投影区,Forbidden Forest,thread_creature_surge|thread_hogwarts_field,books|clue|creature|mystery|occlusion|order|paper|risk|ritual|school|secret|signal,31.21518,121.544241,True,神奇动物的踪迹在「新国际博览中心·马人观测点」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_centurypark_04,centurypark,浦东,锦绣路口,夜骐牧场,禁林投影区,Forbidden Forest,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|risk|ritual|signal,31.216658,121.546137,True,神奇动物的踪迹在「锦绣路口·夜骐牧场」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_centurypark_05,centurypark,浦东,罗山路口,独角兽踪迹,禁林投影区,Forbidden Forest,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|risk|ritual|signal,31.213279,121.545916,True,神奇动物的踪迹在「罗山路口·独角兽踪迹」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_centurypark_06,centurypark,浦东,迎春路（公园段）,海格临时营地,禁林投影区,Forbidden Forest,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|risk|ritual|signal,31.216631,121.547822,True,神奇动物的踪迹在「迎春路（公园段）·海格临时营地」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_centurypark_07,centurypark,浦东,世纪公园7号门,狼人警戒线,禁林投影区,Forbidden Forest,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|risk|ritual|signal,31.213333,121.547938,True,神奇动物的踪迹在「世纪公园7号门·狼人警戒线」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_centurypark_08,centurypark,浦东,世纪公园2号门,护树罗锅栖地,禁林投影区,Forbidden Forest,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|risk|ritual|signal,31.216613,121.543893,True,神奇动物的踪迹在「世纪公园2号门·护树罗锅栖地」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_centurypark_09,centurypark,浦东,芳甸路口,迷雾祭坛,禁林投影区,Forbidden Forest,thread_creature_surge|thread_hogwarts_field,clue|creature|mystery|occlusion|order|risk|ritual|seal|secret|signal,31.213369,121.543935,True,神奇动物的踪迹在「芳甸路口·迷雾祭坛」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_centurypark_10,centurypark,浦东,龙阳路口,放生登记点,禁林投影区,Forbidden Forest,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|risk|ritual|signal,31.215162,121.549266,True,神奇动物的踪迹在「龙阳路口·放生登记点」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_fudan_01,fudan,杨浦,复旦大学邯郸校区,魔法研究所图书馆,魔法研究所,Hogwarts research / Library,thread_hogwarts_field|thread_floo_fracture|thread_creature_surge,books|clue|order|paper|school|secret,31.297153,121.503116,True,霍格沃茨的外勤任务落在「复旦大学邯郸校区·魔法研究所图书馆」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_fudan_02,fudan,杨浦,邯郸路口,拉文克劳论文室,魔法研究所,Hogwarts research / Library,thread_hogwarts_field|thread_floo_fracture|thread_creature_surge,books|clue|order|paper|school|secret,31.297045,121.504961,True,霍格沃茨的外勤任务落在「邯郸路口·拉文克劳论文室」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_fudan_03,fudan,杨浦,光华楼,预言厅译码室,魔法研究所,Hogwarts research / Library,thread_hogwarts_field|thread_floo_fracture|thread_creature_surge,books|clue|order|paper|school|secret,31.297135,121.501239,True,霍格沃茨的外勤任务落在「光华楼·预言厅译码室」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_fudan_04,fudan,杨浦,复旦正门,魔咒实验台,魔法研究所,Hogwarts research / Library,thread_hogwarts_field|thread_floo_fracture|thread_creature_surge,books|clue|order|paper|school|secret,31.298712,121.502873,True,霍格沃茨的外勤任务落在「复旦正门·魔咒实验台」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_fudan_05,fudan,杨浦,相辉堂,记忆术研讨室,魔法研究所,Hogwarts research / Library,thread_hogwarts_field|thread_floo_fracture|thread_creature_surge,books|clue|order|paper|school|secret,31.29545,121.502989,True,霍格沃茨的外勤任务落在「相辉堂·记忆术研讨室」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_fudan_06,fudan,杨浦,复旦图书馆,符文学讲义柜,魔法研究所,Hogwarts research / Library,thread_hogwarts_field|thread_floo_fracture|thread_creature_surge,books|clue|order|paper|ritual|school|seal|secret,31.298712,121.504929,True,霍格沃茨的外勤任务落在「复旦图书馆·符文学讲义柜」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_fudan_07,fudan,杨浦,江湾体育场,魔药配方库,魔法研究所,Hogwarts research / Library,thread_hogwarts_field|thread_floo_fracture|thread_creature_surge,books|clue|order|paper|school|secret,31.295387,121.504887,True,霍格沃茨的外勤任务落在「江湾体育场·魔药配方库」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
